Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks,Crop_Name,Price
6,1,9,3,54,119,4,1,2024-08-27,Moderate potential,Tea,400
1,1,16,1,210,124,5,0,2024-01-27,High potential,Vegetables,80
6,2,24,1,221,60,1,3,2024-11-10,Requires attention,Maize,40
3,2,29,1,118,38,0,1,2024-03-26,Requires attention,Jute,100
3,0,56,3,294,135,3,1,2024-10-22,Low potential,Spices,70
7,2,17,2,30,147,0,2,2024-11-03,Low potential,Jute,100
0,1,46,0,180,114,2,3,2024-11-07,Low potential,Rice,60
0,4,28,1,190,32,3,1,2024-08-14,Moderate potential,Spices,70
0,1,38,1,13,37,4,3,2024-09-17,High potential,Tea,400
6,4,17,1,298,38,3,3,2024-07-17,Low potential,Spices,70
3,2,35,0,77,108,6,1,2024-09-24,Requires attention,Wheat,70
2,1,16,2,248,81,5,1,2024-08-22,High potential,Vegetables,80
2,3,19,0,48,143,5,2,2024-07-16,Moderate potential,Vegetables,80
6,4,22,0,111,118,6,1,2024-08-17,Requires attention,Wheat,70
2,0,2,2,74,115,1,1,2024-02-01,Low potential,Maize,40
2,1,18,0,307,55,6,1,2024-05-14,Moderate potential,Wheat,70
0,1,43,2,72,43,2,1,2024-05-08,Moderate potential,Rice,60
1,4,44,1,124,79,0,0,2024-06-12,High potential,Jute,100
1,2,51,0,202,141,1,2,2024-03-26,Low potential,Maize,40
2,4,45,1,92,29,1,1,2024-08-03,Moderate potential,Maize,40
5,1,49,3,140,123,5,2,2024-07-16,Low potential,Vegetables,80
7,0,25,3,32,55,5,0,2024-08-08,Moderate potential,Vegetables,80
3,4,30,3,219,104,5,3,2024-04-06,High potential,Vegetables,80
4,1,25,2,344,119,3,2,2024-09-03,Requires attention,Spices,70
3,3,0,2,129,1,5,1,2024-04-05,Requires attention,Vegetables,80
7,3,40,1,89,62,5,2,2024-09-04,Low potential,Vegetables,80
3,3,48,3,324,101,1,2,2024-07-04,Moderate potential,Maize,40
7,4,54,2,201,101,2,0,2024-11-07,Low potential,Rice,60
2,3,15,1,326,24,1,3,2024-01-05,Requires attention,Maize,40
7,4,38,0,135,94,0,1,2024-09-03,High potential,Jute,100
1,2,28,2,47,104,4,1,2024-03-03,Moderate potential,Tea,400
2,0,48,2,30,99,3,3,2024-10-22,Requires attention,Spices,70
2,3,14,2,31,30,3,2,2024-08-07,Moderate potential,Spices,70
2,1,30,2,287,27,6,1,2024-04-21,Low potential,Wheat,70
3,3,54,2,334,54,0,2,2024-01-15,Requires attention,Jute,100
4,1,6,1,28,73,1,0,2024-09-17,Moderate potential,Maize,40
6,0,59,2,81,107,1,1,2024-02-14,Low potential,Maize,40
4,0,1,1,349,136,5,3,2024-12-29,Low potential,Vegetables,80
2,4,17,1,342,2,0,1,2024-02-17,Low potential,Jute,100
4,0,1,2,65,84,5,0,2024-08-18,Requires attention,Vegetables,80
2,1,27,1,290,6,3,0,2024-10-23,Moderate potential,Spices,70
1,3,17,0,327,60,1,1,2024-01-30,Low potential,Maize,40
7,4,51,0,305,26,5,2,2024-05-15,High potential,Vegetables,80
6,2,57,2,188,136,3,1,2024-05-15,Moderate potential,Spices,70
6,2,39,2,142,11,2,3,2024-08-07,Requires attention,Rice,60
7,0,36,3,349,108,5,1,2024-12-25,Moderate potential,Vegetables,80
6,2,24,0,2,34,5,1,2024-07-31,High potential,Vegetables,80
7,4,21,0,217,130,6,3,2024-05-01,Low potential,Wheat,70
6,0,26,0,40,49,1,0,2024-09-15,Low potential,Maize,40
2,0,40,3,22,136,1,0,2024-12-22,Requires attention,Maize,40
3,1,9,0,141,7,5,3,2024-11-01,High potential,Vegetables,80
0,2,12,1,119,34,3,1,2024-07-03,Requires attention,Spices,70
2,1,44,0,200,90,0,0,2024-12-30,Requires attention,Jute,100
5,4,55,0,302,119,6,2,2024-05-25,Requires attention,Wheat,70
5,1,41,1,315,34,1,3,2024-01-08,Moderate potential,Maize,40
4,4,53,1,28,24,3,1,2024-06-22,Moderate potential,Spices,70
7,0,43,3,226,105,1,3,2024-12-13,Moderate potential,Maize,40
3,2,36,3,247,140,2,0,2024-01-25,Low potential,Rice,60
1,2,30,2,186,108,3,3,2024-10-04,Low potential,Spices,70
3,3,39,1,349,58,2,3,2024-09-07,High potential,Rice,60
2,4,35,1,245,58,4,2,2024-03-24,Low potential,Tea,400
4,3,20,2,65,140,5,1,2024-08-20,Moderate potential,Vegetables,80
7,1,25,1,10,30,1,0,2024-11-02,High potential,Maize,40
1,0,30,0,62,139,0,0,2024-10-14,Moderate potential,Jute,100
2,4,59,3,215,28,5,0,2024-08-12,High potential,Vegetables,80
6,3,13,0,249,12,6,3,2024-02-17,Moderate potential,Wheat,70
3,1,2,2,122,2,6,3,2024-01-27,Requires attention,Wheat,70
0,2,28,3,195,87,2,0,2024-10-04,High potential,Rice,60
6,0,5,3,155,21,1,0,2024-10-15,Low potential,Maize,40
4,3,34,1,2,34,1,1,2024-02-22,Moderate potential,Maize,40
0,4,48,1,254,36,5,2,2024-10-24,Low potential,Vegetables,80
0,0,54,2,256,5,6,0,2024-07-05,High potential,Wheat,70
2,3,20,2,270,104,5,0,2024-03-12,Low potential,Vegetables,80
1,3,36,0,172,122,2,3,2024-01-11,Requires attention,Rice,60
3,0,52,2,317,95,1,1,2024-03-21,High potential,Maize,40
1,3,7,0,240,35,5,2,2024-04-21,Moderate potential,Vegetables,80
7,2,36,3,4,97,3,0,2024-10-17,Requires attention,Spices,70
2,1,56,3,324,145,2,0,2024-04-29,High potential,Rice,60
0,3,40,1,103,92,3,0,2024-09-19,High potential,Spices,70
7,0,27,1,283,19,4,0,2024-12-07,Low potential,Tea,400
7,1,29,1,103,35,4,3,2024-09-26,Low potential,Tea,400
7,3,36,3,185,76,3,1,2024-07-04,Low potential,Spices,70
3,4,26,3,113,92,1,0,2024-06-18,Moderate potential,Maize,40
4,2,4,2,210,102,6,0,2024-03-11,High potential,Wheat,70
6,2,22,3,346,103,6,0,2024-11-14,Moderate potential,Wheat,70
5,4,59,1,21,2,0,3,2024-10-17,Requires attention,Jute,100
0,1,48,1,230,98,5,1,2024-03-19,High potential,Vegetables,80
4,2,56,0,107,65,2,1,2024-06-05,Moderate potential,Rice,60
3,1,16,2,250,18,4,0,2024-06-19,Low potential,Tea,400
6,3,31,3,280,97,3,1,2024-06-02,Moderate potential,Spices,70
0,1,17,1,38,51,1,1,2024-07-09,High potential,Maize,40
0,1,26,1,105,21,5,3,2024-09-08,High potential,Vegetables,80
1,4,12,3,108,149,4,2,2024-12-26,Moderate potential,Tea,400
3,1,31,3,299,61,5,1,2024-07-19,Requires attention,Vegetables,80
1,3,28,0,42,98,6,3,2024-09-25,Moderate potential,Wheat,70
1,1,49,0,83,73,2,2,2024-09-12,Low potential,Rice,60
4,1,51,3,136,21,2,3,2024-04-24,Moderate potential,Rice,60
1,3,43,1,284,42,1,3,2024-08-08,High potential,Maize,40
5,1,57,3,262,68,2,1,2024-03-29,Low potential,Rice,60
4,2,42,2,56,21,5,2,2024-05-18,Low potential,Vegetables,80
1,1,32,1,137,83,3,1,2024-07-04,Requires attention,Spices,70
0,1,17,0,216,67,4,3,2024-12-21,Moderate potential,Tea,400
4,1,41,3,87,33,3,1,2024-06-05,Low potential,Spices,70
5,3,46,0,91,57,5,1,2024-09-11,Moderate potential,Vegetables,80
6,3,51,3,175,35,6,3,2024-08-17,Moderate potential,Wheat,70
6,4,23,2,326,133,3,2,2024-04-02,Requires attention,Spices,70
2,0,5,3,101,106,0,0,2024-05-25,Low potential,Jute,100
3,1,59,1,159,12,5,3,2024-05-30,Low potential,Vegetables,80
2,2,6,0,202,110,1,1,2024-04-23,Moderate potential,Maize,40
1,2,31,1,30,102,0,3,2024-06-27,Moderate potential,Jute,100
2,0,16,2,59,131,0,2,2024-05-16,High potential,Jute,100
7,2,24,2,221,145,1,1,2024-01-15,Moderate potential,Maize,40
5,1,1,1,19,1,5,1,2024-12-14,High potential,Vegetables,80
7,1,30,3,318,127,1,3,2024-03-18,Low potential,Maize,40
3,2,12,2,269,136,5,0,2024-02-04,High potential,Vegetables,80
7,2,44,3,143,51,2,2,2024-05-06,Moderate potential,Rice,60
1,1,13,2,163,147,0,1,2024-02-09,Low potential,Jute,100
4,1,17,3,258,17,1,2,2024-07-06,High potential,Maize,40
6,1,44,2,77,86,6,0,2024-10-26,Requires attention,Wheat,70
5,2,55,1,123,110,1,0,2024-11-25,Requires attention,Maize,40
1,0,20,3,193,142,6,2,2024-12-04,Requires attention,Wheat,70
1,3,22,0,19,91,5,2,2024-04-20,High potential,Vegetables,80
2,2,29,2,117,98,0,2,2024-06-13,Low potential,Jute,100
6,3,55,0,257,5,0,1,2024-04-01,Low potential,Jute,100
6,1,29,3,248,64,5,3,2024-05-27,High potential,Vegetables,80
3,3,53,1,123,23,1,1,2024-08-17,Low potential,Maize,40
5,1,39,0,196,131,2,3,2024-07-15,Low potential,Rice,60
5,4,57,1,324,23,0,2,2024-11-17,Moderate potential,Jute,100
2,1,26,2,223,5,1,3,2024-12-23,Low potential,Maize,40
3,3,55,1,187,83,2,3,2024-02-01,Low potential,Rice,60
4,1,9,3,52,147,0,2,2024-11-24,Low potential,Jute,100
7,4,8,0,153,81,1,2,2024-05-07,Low potential,Maize,40
6,0,39,3,111,138,5,3,2024-01-07,Low potential,Vegetables,80
6,3,0,1,172,41,1,1,2024-06-25,High potential,Maize,40
5,4,14,3,142,17,2,1,2024-07-01,Low potential,Rice,60
3,2,41,2,183,141,1,1,2024-05-14,High potential,Maize,40
0,1,51,2,98,29,1,0,2024-02-18,High potential,Maize,40
5,1,8,2,243,60,6,3,2024-05-27,High potential,Wheat,70
7,0,23,2,46,17,4,2,2024-02-24,Moderate potential,Tea,400
6,4,44,0,66,17,4,0,2024-08-13,Low potential,Tea,400
7,0,10,3,115,130,1,2,2024-09-11,Low potential,Maize,40
2,1,29,1,2,27,0,2,2024-08-18,Moderate potential,Jute,100
5,2,20,1,157,41,4,3,2024-02-11,Requires attention,Tea,400
0,3,39,3,201,10,0,1,2024-04-24,Moderate potential,Jute,100
4,1,31,2,241,36,1,3,2024-05-04,Low potential,Maize,40
6,0,42,0,188,68,0,2,2024-10-29,Moderate potential,Jute,100
6,3,48,3,332,44,2,2,2024-12-25,Low potential,Rice,60
3,1,58,0,189,76,2,1,2024-06-26,Moderate potential,Rice,60
4,1,25,0,58,121,5,1,2024-11-18,High potential,Vegetables,80
1,1,37,0,324,37,0,0,2024-11-18,High potential,Jute,100
7,0,37,2,263,79,2,3,2024-08-07,Requires attention,Rice,60
1,0,18,0,230,94,6,1,2024-07-22,Moderate potential,Wheat,70
7,0,28,0,62,90,0,1,2024-07-14,High potential,Jute,100
1,3,23,1,258,79,3,1,2024-11-06,Low potential,Spices,70
0,1,16,0,340,130,3,2,2024-01-27,High potential,Spices,70
6,2,24,0,229,3,2,1,2024-07-21,Moderate potential,Rice,60
7,3,9,3,51,5,1,2,2024-02-12,High potential,Maize,40
4,3,8,2,186,65,1,1,2024-03-05,High potential,Maize,40
3,3,48,2,343,148,1,2,2024-07-02,Moderate potential,Maize,40
1,4,30,1,109,55,3,1,2024-10-25,Requires attention,Spices,70
7,0,23,0,236,75,6,3,2024-01-24,Low potential,Wheat,70
5,4,43,1,270,109,3,0,2024-10-24,Requires attention,Spices,70
2,3,20,2,266,53,1,0,2024-06-30,Low potential,Maize,40
0,3,53,3,207,100,2,0,2024-09-22,Moderate potential,Rice,60
4,0,45,0,72,52,5,2,2024-06-11,High potential,Vegetables,80
6,1,13,0,304,75,5,1,2024-01-09,Moderate potential,Vegetables,80
1,3,60,1,65,117,1,3,2024-06-19,Requires attention,Maize,40
7,4,0,1,309,0,1,0,2024-12-09,Low potential,Maize,40
5,1,54,3,14,98,0,2,2024-03-23,Low potential,Jute,100
1,2,0,0,138,55,4,2,2024-01-17,Requires attention,Tea,400
0,0,59,2,339,16,5,2,2024-05-08,Moderate potential,Vegetables,80
3,1,4,3,226,115,1,2,2024-12-03,Moderate potential,Maize,40
7,1,3,2,181,139,1,1,2024-03-11,Low potential,Maize,40
4,3,53,3,318,147,1,0,2024-12-19,Moderate potential,Maize,40
4,0,42,1,91,24,4,3,2024-07-05,High potential,Tea,400
5,4,17,2,331,25,4,3,2024-06-27,Low potential,Tea,400
6,2,48,3,335,134,6,1,2024-11-17,Low potential,Wheat,70
6,1,14,3,84,43,3,1,2024-12-15,Moderate potential,Spices,70
2,4,1,0,180,6,0,0,2024-03-26,Low potential,Jute,100
6,1,7,0,233,46,5,0,2024-04-07,Requires attention,Vegetables,80
4,1,37,0,274,17,6,2,2024-10-16,Requires attention,Wheat,70
6,0,33,3,158,1,2,1,2024-07-10,Moderate potential,Rice,60
4,4,47,1,207,50,6,1,2024-11-06,Moderate potential,Wheat,70
2,2,30,3,219,11,3,1,2024-03-13,Moderate potential,Spices,70
0,3,26,2,127,120,1,2,2024-09-09,Requires attention,Maize,40
0,4,3,3,225,71,1,1,2024-12-30,Low potential,Maize,40
4,1,5,0,83,105,0,2,2024-05-26,High potential,Jute,100
0,2,35,0,164,61,1,2,2024-04-08,High potential,Maize,40
2,3,25,2,15,8,2,1,2024-07-22,Moderate potential,Rice,60
2,1,52,0,272,45,6,3,2024-09-24,Moderate potential,Wheat,70
0,3,50,3,185,68,5,0,2024-07-06,Low potential,Vegetables,80
4,2,17,2,265,74,2,2,2024-10-11,High potential,Rice,60
7,1,11,3,20,27,0,1,2024-08-23,High potential,Jute,100
5,3,23,3,16,78,2,0,2024-01-28,Requires attention,Rice,60
5,4,10,0,251,117,1,0,2024-11-10,Low potential,Maize,40
7,3,22,1,319,6,2,1,2024-12-26,High potential,Rice,60
6,2,50,3,6,146,3,3,2024-05-26,Requires attention,Spices,70
0,0,1,1,157,135,0,2,2024-02-10,Low potential,Jute,100
3,0,0,3,150,104,1,2,2024-11-06,Requires attention,Maize,40
6,4,49,0,257,100,0,1,2024-02-12,Requires attention,Jute,100
5,0,60,3,38,19,5,0,2024-02-26,High potential,Vegetables,80
0,1,54,3,145,144,1,1,2024-08-30,Moderate potential,Maize,40
5,2,24,2,196,32,5,1,2024-05-23,Requires attention,Vegetables,80
5,4,55,1,81,24,2,0,2024-06-19,High potential,Rice,60
1,2,51,1,242,72,5,0,2024-05-01,Moderate potential,Vegetables,80
3,2,27,0,247,29,3,1,2024-04-23,Low potential,Spices,70
6,4,25,0,139,89,0,1,2024-03-08,Low potential,Jute,100
4,4,9,3,157,18,6,0,2024-03-21,Moderate potential,Wheat,70
4,2,48,3,312,134,2,2,2024-06-30,High potential,Rice,60
3,4,0,3,41,146,2,2,2024-11-17,Moderate potential,Rice,60
2,4,35,2,159,37,3,1,2024-12-14,Moderate potential,Spices,70
5,4,18,3,301,61,0,3,2024-01-11,Requires attention,Jute,100
2,1,9,2,294,23,1,2,2024-10-18,High potential,Maize,40
6,1,8,3,138,135,4,2,2024-08-07,High potential,Tea,400
7,4,52,1,223,45,6,0,2024-03-12,Moderate potential,Wheat,70
3,1,10,3,28,29,4,2,2024-01-18,Requires attention,Tea,400
7,3,35,0,245,56,1,1,2024-09-15,Requires attention,Maize,40
3,0,38,1,327,4,5,1,2024-04-16,Moderate potential,Vegetables,80
4,3,30,0,134,140,6,1,2024-08-08,Low potential,Wheat,70
2,3,16,3,340,36,4,2,2024-11-02,Requires attention,Tea,400
6,2,45,0,272,77,4,2,2024-01-21,Requires attention,Tea,400
4,4,23,2,275,25,2,1,2024-08-24,Requires attention,Rice,60
5,1,28,2,248,133,1,0,2024-08-17,Moderate potential,Maize,40
6,2,27,1,221,53,2,3,2024-11-12,Requires attention,Rice,60
0,1,24,2,179,37,6,1,2024-09-08,Low potential,Wheat,70
4,2,56,0,299,45,6,3,2024-01-18,Moderate potential,Wheat,70
0,1,30,1,162,46,1,2,2024-10-02,Moderate potential,Maize,40
6,0,56,3,57,59,6,3,2024-10-01,High potential,Wheat,70
1,2,25,3,77,81,0,3,2024-07-07,High potential,Jute,100
6,0,35,1,291,56,5,3,2024-05-26,Low potential,Vegetables,80
7,1,31,3,338,6,6,1,2024-08-05,High potential,Wheat,70
1,1,41,2,171,93,2,3,2024-02-28,Low potential,Rice,60
7,4,0,1,104,7,4,2,2024-01-31,Low potential,Tea,400
4,4,55,0,73,35,5,0,2024-09-01,High potential,Vegetables,80
4,0,55,1,72,42,4,2,2024-07-26,Low potential,Tea,400
6,3,14,3,203,92,2,3,2024-11-24,Moderate potential,Rice,60
0,0,43,1,72,73,4,1,2024-01-07,Requires attention,Tea,400
7,4,7,2,209,149,2,2,2024-01-15,Moderate potential,Rice,60
3,1,33,0,107,31,5,0,2024-05-19,Requires attention,Vegetables,80
4,3,55,3,164,29,1,3,2024-03-17,Requires attention,Maize,40
5,1,36,1,290,143,4,1,2024-10-31,Requires attention,Tea,400
7,2,49,3,35,21,5,2,2024-02-12,Low potential,Vegetables,80
0,0,60,3,257,144,2,3,2024-12-18,High potential,Rice,60
7,0,59,1,228,55,1,2,2024-03-30,High potential,Maize,40
1,3,44,2,219,1,4,1,2024-10-01,Low potential,Tea,400
3,0,25,2,301,123,6,2,2024-10-29,High potential,Wheat,70
1,3,19,2,28,132,2,3,2024-07-20,Moderate potential,Rice,60
6,0,2,3,9,19,1,3,2024-07-25,Low potential,Maize,40
7,1,19,2,24,56,4,3,2024-03-26,High potential,Tea,400
1,4,5,0,278,140,0,3,2024-03-23,Low potential,Jute,100
4,3,57,2,348,130,5,2,2024-05-26,High potential,Vegetables,80
1,4,0,2,268,33,3,2,2024-12-02,High potential,Spices,70
5,0,56,3,287,132,6,1,2024-10-21,Moderate potential,Wheat,70
6,1,16,3,165,38,3,1,2024-01-26,Low potential,Spices,70
2,0,51,1,38,138,6,1,2024-01-14,High potential,Wheat,70
4,2,4,1,204,84,5,2,2024-01-03,Low potential,Vegetables,80
0,3,39,1,216,28,4,2,2024-10-07,Moderate potential,Tea,400
7,3,6,0,35,114,0,3,2024-06-11,Moderate potential,Jute,100
1,1,6,2,252,2,1,2,2024-09-30,Requires attention,Maize,40
0,3,10,1,301,147,1,0,2024-01-12,Requires attention,Maize,40
3,3,14,2,38,17,5,1,2024-10-03,Requires attention,Vegetables,80
5,1,25,0,47,126,5,3,2024-06-07,High potential,Vegetables,80
5,3,53,0,325,21,1,3,2024-05-06,High potential,Maize,40
6,1,12,2,112,134,5,2,2024-07-03,High potential,Vegetables,80
4,0,2,0,86,72,5,3,2024-03-27,Moderate potential,Vegetables,80
4,4,5,2,196,94,6,1,2024-11-08,Requires attention,Wheat,70
3,2,51,3,83,26,0,3,2024-02-03,Low potential,Jute,100
7,1,50,1,181,64,0,0,2024-01-04,High potential,Jute,100
3,2,22,3,36,87,2,0,2024-09-18,Requires attention,Rice,60
1,2,28,2,147,79,1,2,2024-04-10,Requires attention,Maize,40
3,2,15,2,43,73,1,1,2024-03-16,Moderate potential,Maize,40
7,1,17,3,280,109,0,1,2024-04-26,High potential,Jute,100
1,1,45,3,251,25,1,2,2024-07-09,Low potential,Maize,40
6,2,57,2,53,94,1,0,2024-03-05,High potential,Maize,40
0,4,3,1,266,70,0,2,2024-04-11,Low potential,Jute,100
3,2,7,2,316,42,3,2,2024-01-24,Low potential,Spices,70
1,2,36,1,55,1,2,0,2024-04-22,High potential,Rice,60
5,2,7,3,290,107,1,2,2024-06-30,Low potential,Maize,40
3,4,59,1,219,66,1,2,2024-12-29,High potential,Maize,40
6,2,18,0,286,133,2,2,2024-12-27,Low potential,Rice,60
1,3,0,2,237,136,5,2,2024-02-04,Moderate potential,Vegetables,80
7,2,54,2,166,78,2,0,2024-09-14,Moderate potential,Rice,60
7,1,33,3,163,87,3,0,2024-11-02,High potential,Spices,70
2,3,1,3,315,55,4,1,2024-04-17,Moderate potential,Tea,400
7,4,46,1,180,112,1,2,2024-11-30,High potential,Maize,40
2,1,46,1,48,110,1,0,2024-05-23,High potential,Maize,40
3,3,29,2,87,43,4,0,2024-09-11,Requires attention,Tea,400
2,1,37,1,334,136,6,2,2024-11-14,High potential,Wheat,70
6,3,13,2,341,77,4,2,2024-03-03,Moderate potential,Tea,400
4,2,40,2,106,118,1,0,2024-04-25,Low potential,Maize,40
1,4,18,3,217,149,4,2,2024-10-11,Low potential,Tea,400
5,0,45,3,217,131,5,0,2024-10-31,Requires attention,Vegetables,80
2,2,52,1,139,101,5,0,2024-04-18,High potential,Vegetables,80
6,4,30,0,87,101,2,1,2024-02-26,High potential,Rice,60
0,4,18,3,292,98,4,3,2024-09-15,High potential,Tea,400
1,0,27,1,218,65,0,2,2024-10-15,High potential,Jute,100
0,1,0,0,131,126,3,1,2024-05-24,High potential,Spices,70
6,3,31,1,90,114,0,1,2024-08-31,Moderate potential,Jute,100
7,4,1,2,244,73,0,3,2024-10-24,High potential,Jute,100
7,4,6,0,338,117,4,3,2024-05-07,High potential,Tea,400
0,4,48,2,87,55,0,3,2024-11-20,Requires attention,Jute,100
1,0,56,3,59,114,1,1,2024-08-25,Low potential,Maize,40
5,0,15,0,57,112,5,2,2024-10-10,High potential,Vegetables,80
0,0,31,2,125,7,2,1,2024-02-18,Low potential,Rice,60
0,1,11,3,33,14,1,0,2024-04-26,Low potential,Maize,40
2,1,26,0,132,149,4,1,2024-02-08,High potential,Tea,400
0,0,56,3,268,27,2,3,2024-06-23,High potential,Rice,60
1,2,13,0,106,60,3,3,2024-08-13,High potential,Spices,70
4,0,18,3,296,21,2,1,2024-03-21,Low potential,Rice,60
5,0,5,3,237,66,2,3,2024-07-07,Low potential,Rice,60
2,3,14,1,138,141,0,2,2024-05-05,Requires attention,Jute,100
4,3,16,3,155,141,5,2,2024-09-15,Moderate potential,Vegetables,80
2,1,55,1,141,67,3,3,2024-12-06,Low potential,Spices,70
6,3,27,2,79,36,1,3,2024-03-22,High potential,Maize,40
5,1,4,3,63,93,3,3,2024-01-01,Requires attention,Spices,70
5,2,1,1,196,49,2,3,2024-02-19,Requires attention,Rice,60
3,4,2,1,216,101,3,1,2024-09-11,Low potential,Spices,70
2,2,0,0,322,58,3,1,2024-09-01,Requires attention,Spices,70
5,4,30,3,247,38,5,1,2024-04-01,Moderate potential,Vegetables,80
5,2,1,0,229,122,3,2,2024-08-25,Moderate potential,Spices,70
4,0,11,0,282,33,4,3,2024-11-20,Requires attention,Tea,400
5,0,45,2,171,72,1,1,2024-10-21,Requires attention,Maize,40
7,3,48,1,176,54,5,0,2024-07-28,Low potential,Vegetables,80
1,4,20,3,280,61,4,1,2024-10-06,Low potential,Tea,400
0,4,13,1,54,41,4,2,2024-05-04,Low potential,Tea,400
5,3,51,0,318,60,4,0,2024-05-07,High potential,Tea,400
0,0,43,3,271,98,6,1,2024-10-09,Low potential,Wheat,70
6,1,22,0,79,65,4,0,2024-03-17,Moderate potential,Tea,400
1,3,19,0,78,122,1,1,2024-09-09,Low potential,Maize,40
7,3,44,1,285,61,3,0,2024-11-01,Low potential,Spices,70
6,4,58,0,60,56,3,2,2024-07-15,High potential,Spices,70
6,2,42,2,63,80,4,0,2024-12-02,Moderate potential,Tea,400
1,0,39,3,132,16,6,2,2024-11-08,Moderate potential,Wheat,70
7,4,45,3,133,80,4,0,2024-01-02,Low potential,Tea,400
1,4,19,3,328,91,5,1,2024-09-06,Moderate potential,Vegetables,80
4,2,35,2,259,100,5,3,2024-12-13,Requires attention,Vegetables,80
4,1,19,2,106,82,5,0,2024-06-30,Low potential,Vegetables,80
6,1,47,1,277,107,1,1,2024-01-25,High potential,Maize,40
5,2,18,1,314,110,4,2,2024-12-11,Moderate potential,Tea,400
0,0,45,0,38,62,2,2,2024-07-17,High potential,Rice,60
0,3,2,3,62,88,1,3,2024-09-18,Low potential,Maize,40
6,4,35,1,202,92,5,0,2024-03-08,Requires attention,Vegetables,80
7,1,38,3,293,119,5,0,2024-12-07,Moderate potential,Vegetables,80
7,1,59,0,138,123,5,0,2024-02-12,High potential,Vegetables,80
2,1,19,0,118,89,1,0,2024-05-25,Low potential,Maize,40
6,4,18,3,304,100,2,0,2024-09-05,Requires attention,Rice,60
4,2,30,0,101,90,5,3,2024-09-13,High potential,Vegetables,80
0,2,56,1,191,83,1,3,2024-10-06,Moderate potential,Maize,40
5,1,60,2,187,113,2,1,2024-06-22,Low potential,Rice,60
1,0,9,1,266,44,3,1,2024-08-06,Moderate potential,Spices,70
7,4,14,1,73,51,3,2,2024-03-15,High potential,Spices,70
3,2,2,0,256,146,0,1,2024-02-20,High potential,Jute,100
4,0,16,3,151,44,5,3,2024-12-31,High potential,Vegetables,80
4,0,21,1,8,61,0,1,2024-07-04,Moderate potential,Jute,100
7,0,19,0,120,5,6,2,2024-08-15,Low potential,Wheat,70
2,3,23,0,212,9,6,0,2024-10-06,Moderate potential,Wheat,70
1,1,49,2,316,40,3,3,2024-07-28,High potential,Spices,70
6,3,11,2,214,4,4,3,2024-05-06,Low potential,Tea,400
5,0,19,1,143,44,6,2,2024-07-18,Requires attention,Wheat,70
2,1,16,2,187,139,2,3,2024-07-07,Low potential,Rice,60
2,3,26,2,318,22,6,2,2024-05-06,Requires attention,Wheat,70
2,2,19,1,143,26,0,1,2024-12-02,Requires attention,Jute,100
6,3,51,1,258,119,4,2,2024-11-15,Low potential,Tea,400
2,3,10,3,196,115,5,1,2024-02-21,Requires attention,Vegetables,80
0,1,21,2,135,133,3,0,2024-03-03,Requires attention,Spices,70
5,2,2,1,191,57,6,2,2024-03-10,Low potential,Wheat,70
5,1,31,0,82,113,3,3,2024-01-18,Requires attention,Spices,70
1,1,7,1,41,23,2,2,2024-04-04,Moderate potential,Rice,60
5,1,28,3,194,45,4,2,2024-06-12,High potential,Tea,400
5,0,60,0,306,70,3,0,2024-07-15,High potential,Spices,70
2,1,46,3,194,133,2,3,2024-08-07,High potential,Rice,60
3,1,3,2,239,57,4,0,2024-12-18,Moderate potential,Tea,400
0,3,14,1,221,30,2,3,2024-04-01,High potential,Rice,60
7,0,59,3,311,11,0,3,2024-03-28,High potential,Jute,100
7,0,54,0,118,52,5,3,2024-11-04,Low potential,Vegetables,80
7,0,16,2,59,60,1,0,2024-06-27,High potential,Maize,40
1,3,11,0,214,137,5,3,2024-04-04,High potential,Vegetables,80
2,2,6,2,266,106,4,2,2024-06-03,High potential,Tea,400
4,0,55,2,349,20,2,1,2024-06-27,Moderate potential,Rice,60
0,0,57,3,260,108,5,0,2024-02-05,Low potential,Vegetables,80
0,4,37,0,259,54,6,1,2024-09-09,Requires attention,Wheat,70
1,2,0,2,29,76,3,3,2024-11-04,Low potential,Spices,70
5,0,47,3,140,75,4,2,2024-01-30,Low potential,Tea,400
6,2,7,0,93,145,4,3,2024-11-27,Low potential,Tea,400
3,2,11,1,276,105,3,1,2024-11-13,Moderate potential,Spices,70
3,0,60,2,85,6,0,1,2024-12-21,High potential,Jute,100
7,0,46,1,163,129,3,3,2024-09-01,Requires attention,Spices,70
3,1,27,2,45,149,5,1,2024-12-01,Requires attention,Vegetables,80
6,3,25,2,37,62,4,2,2024-11-17,Requires attention,Tea,400
6,0,29,1,144,62,2,2,2024-04-11,Low potential,Rice,60
7,4,49,3,337,137,4,2,2024-01-15,Requires attention,Tea,400
3,4,10,3,137,107,2,3,2024-08-21,Moderate potential,Rice,60
7,3,32,0,79,34,3,0,2024-10-18,Requires attention,Spices,70
7,1,39,2,50,84,2,0,2024-01-12,Moderate potential,Rice,60
1,3,19,3,75,118,3,3,2024-05-10,Moderate potential,Spices,70
0,1,14,3,68,71,1,2,2024-02-11,Moderate potential,Maize,40
3,1,15,3,9,52,6,3,2024-03-18,Low potential,Wheat,70
6,4,59,0,18,134,5,2,2024-03-07,Moderate potential,Vegetables,80
